protein1 protein2 combined_score
362663.ECP_2914 362663.ECP_4028 600
362663.ECP_2914 362663.ECP_2477 650
362663.ECP_2914 362663.ECP_0558 153
362663.ECP_2914 362663.ECP_1623 284
362663.ECP_2914 362663.ECP_2827 600
362663.ECP_2914 362663.ECP_3756 600
362663.ECP_2914 362663.ECP_3757 600
362663.ECP_2914 362663.ECP_1798 258
362663.ECP_2914 362663.ECP_4029 650
362663.ECP_2914 362663.ECP_3758 650
362663.ECP_2914 362663.ECP_1093 600
362663.ECP_2914 362663.ECP_0484 199
362663.ECP_2914 362663.ECP_3760 650
362663.ECP_2914 362663.ECP_2135 600
362663.ECP_2914 362663.ECP_2584 153
362663.ECP_2914 362663.ECP_3759 650
362663.ECP_2914 362663.ECP_2929 650
362663.ECP_2914 362663.ECP_3973 267
362663.ECP_2914 362663.ECP_0766 365
362663.ECP_2914 362663.ECP_3630 153
362663.ECP_2914 362663.ECP_2207 650
362663.ECP_2914 362663.ECP_2441 600
362663.ECP_2915 362663.ECP_2531 204
362663.ECP_2915 362663.ECP_2358 332
362663.ECP_2915 362663.ECP_3471 215
362663.ECP_2915 362663.ECP_4233 163
362663.ECP_2915 362663.ECP_1076 179
362663.ECP_2915 362663.ECP_1480 221
362663.ECP_2915 362663.ECP_0401 221
362663.ECP_2915 362663.ECP_4327 215
362663.ECP_2915 362663.ECP_1710 204
362663.ECP_2915 362663.ECP_1722 163
362663.ECP_2915 362663.ECP_3404 208
362663.ECP_2915 362663.ECP_2106 274
362663.ECP_2915 362663.ECP_3717 163
362663.ECP_2915 362663.ECP_4519 221
362663.ECP_2915 362663.ECP_2109 204
362663.ECP_2915 362663.ECP_2072 290
362663.ECP_2915 362663.ECP_3405 267
362663.ECP_2915 362663.ECP_0638 284
362663.ECP_2915 362663.ECP_0766 202
362663.ECP_2915 362663.ECP_3527 290
362663.ECP_2915 362663.ECP_4516 163
362663.ECP_2915 362663.ECP_4090 163
362663.ECP_2915 362663.ECP_2500 154
362663.ECP_2915 362663.ECP_1365 163
362663.ECP_2915 362663.ECP_2916 468
362663.ECP_2915 362663.ECP_4128 845
362663.ECP_2915 362663.ECP_1724 163
362663.ECP_2915 362663.ECP_3101 163
362663.ECP_2915 362663.ECP_1528 163
362663.ECP_2915 362663.ECP_1727 468
362663.ECP_2915 362663.ECP_2129 163
362663.ECP_2915 362663.ECP_1421 458
362663.ECP_2915 362663.ECP_2925 163
362663.ECP_2915 362663.ECP_0534 178
362663.ECP_2915 362663.ECP_2760 479
362663.ECP_2915 362663.ECP_0014 305
362663.ECP_2915 362663.ECP_2546 163
362663.ECP_2915 362663.ECP_3933 185
362663.ECP_2915 362663.ECP_4689 163
362663.ECP_2915 362663.ECP_3740 277
362663.ECP_2916 362663.ECP_3931 163
362663.ECP_2916 362663.ECP_0484 215
362663.ECP_2916 362663.ECP_1553 230
362663.ECP_2916 362663.ECP_2106 390
362663.ECP_2916 362663.ECP_2259 239
362663.ECP_2916 362663.ECP_0688 179
362663.ECP_2916 362663.ECP_3314 742
362663.ECP_2916 362663.ECP_3241 215
362663.ECP_2916 362663.ECP_2072 199
362663.ECP_2916 362663.ECP_4386 191
362663.ECP_2916 362663.ECP_2552 199
362663.ECP_2916 362663.ECP_2109 251
362663.ECP_2916 362663.ECP_1658 163
362663.ECP_2916 362663.ECP_3020 293
362663.ECP_2916 362663.ECP_2584 183
362663.ECP_2916 362663.ECP_0048 221
362663.ECP_2916 362663.ECP_3630 280
362663.ECP_2916 362663.ECP_3285 293
362663.ECP_2916 362663.ECP_0991 283
362663.ECP_2916 362663.ECP_2558 230
362663.ECP_2916 362663.ECP_4243 228
362663.ECP_2916 362663.ECP_3319 283
362663.ECP_2916 362663.ECP_0534 229
362663.ECP_2916 362663.ECP_2422 581
362663.ECP_2916 362663.ECP_4121 230
362663.ECP_2916 362663.ECP_1900 215
362663.ECP_2916 362663.ECP_4564 230
362663.ECP_2916 362663.ECP_2235 180
362663.ECP_2916 362663.ECP_2395 392
362663.ECP_2916 362663.ECP_0014 367
362663.ECP_2916 362663.ECP_2915 468
362663.ECP_2916 362663.ECP_0154 581
362663.ECP_2916 362663.ECP_2929 284
362663.ECP_2916 362663.ECP_0204 676
362663.ECP_2916 362663.ECP_3973 183
362663.ECP_2916 362663.ECP_0766 241
362663.ECP_2916 362663.ECP_1798 206
362663.ECP_2916 362663.ECP_2767 258
362663.ECP_2916 362663.ECP_2261 260
362663.ECP_2916 362663.ECP_4387 254
362663.ECP_2916 362663.ECP_1710 251
362663.ECP_2916 362663.ECP_4785 230
362663.ECP_2916 362663.ECP_2477 284
362663.ECP_2916 362663.ECP_2531 251
362663.ECP_2916 362663.ECP_2118 230
362663.ECP_2916 362663.ECP_0558 183
362663.ECP_2916 362663.ECP_4571 272
362663.ECP_2916 362663.ECP_1114 203
362663.ECP_2916 362663.ECP_4355 230
362663.ECP_2916 362663.ECP_2510 293
362663.ECP_2916 362663.ECP_3490 230
362663.ECP_2916 362663.ECP_2760 448
362663.ECP_2916 362663.ECP_4128 394
362663.ECP_2916 362663.ECP_2668 293
362663.ECP_2916 362663.ECP_4523 205
362663.ECP_2916 362663.ECP_4029 284
362663.ECP_2916 362663.ECP_4563 230
362663.ECP_2916 362663.ECP_1796 189
362663.ECP_2916 362663.ECP_1623 206
362663.ECP_2916 362663.ECP_3113 230
362663.ECP_2916 362663.ECP_1901 230
362663.ECP_2916 362663.ECP_1124 230
362663.ECP_2916 362663.ECP_0700 581
362663.ECP_2918 362663.ECP_2163 188
362663.ECP_2918 362663.ECP_0248 188
362663.ECP_2918 362663.ECP_2407 188
362663.ECP_2919 362663.ECP_2920 994
362663.ECP_2920 362663.ECP_2919 994
362663.ECP_2921 362663.ECP_2446 243
362663.ECP_2923 362663.ECP_4161 184
362663.ECP_2923 362663.ECP_3152 600
362663.ECP_2923 362663.ECP_4104 600
362663.ECP_2923 362663.ECP_4397 650
362663.ECP_2923 362663.ECP_3053 650
362663.ECP_2923 362663.ECP_0736 650
362663.ECP_2923 362663.ECP_2409 184
362663.ECP_2923 362663.ECP_1246 151
362663.ECP_2923 362663.ECP_0733 650
362663.ECP_2923 362663.ECP_0734 650
362663.ECP_2923 362663.ECP_2209 243
362663.ECP_2923 362663.ECP_4399 650
362663.ECP_2923 362663.ECP_3294 150
362663.ECP_2923 362663.ECP_3151 600
362663.ECP_2923 362663.ECP_4398 650
362663.ECP_2923 362663.ECP_2439 150
362663.ECP_2923 362663.ECP_4400 650
362663.ECP_2923 362663.ECP_4105 600
362663.ECP_2923 362663.ECP_0735 650
362663.ECP_2923 362663.ECP_4224 650
362663.ECP_2924 362663.ECP_1830 150
362663.ECP_2924 362663.ECP_3162 150
362663.ECP_2924 362663.ECP_0534 284
362663.ECP_2924 362663.ECP_4683 150
362663.ECP_2925 362663.ECP_2915 163
362663.ECP_2925 362663.ECP_0009 167
362663.ECP_2925 362663.ECP_4160 167
362663.ECP_2925 362663.ECP_2476 167
362663.ECP_2925 362663.ECP_0838 167
362663.ECP_2926 362663.ECP_4161 212
362663.ECP_2926 362663.ECP_3697 377
362663.ECP_2926 362663.ECP_2209 403
362663.ECP_2926 362663.ECP_3294 212
362663.ECP_2926 362663.ECP_1246 212
362663.ECP_2926 362663.ECP_2927 800
362663.ECP_2926 362663.ECP_2439 212
362663.ECP_2926 362663.ECP_1599 277
362663.ECP_2926 362663.ECP_2409 212
362663.ECP_2927 362663.ECP_2207 223
362663.ECP_2927 362663.ECP_2209 228
362663.ECP_2927 362663.ECP_2926 800
362663.ECP_2928 362663.ECP_2517 267
362663.ECP_2928 362663.ECP_2326 538
362663.ECP_2928 362663.ECP_2325 283
362663.ECP_2928 362663.ECP_3627 237
362663.ECP_2928 362663.ECP_3931 540
362663.ECP_2928 362663.ECP_1403 483
362663.ECP_2928 362663.ECP_3240 446
362663.ECP_2928 362663.ECP_3933 233
362663.ECP_2928 362663.ECP_2323 539
362663.ECP_2928 362663.ECP_0123 437
362663.ECP_2928 362663.ECP_2322 599
362663.ECP_2928 362663.ECP_0492 176
362663.ECP_2928 362663.ECP_3906 301
362663.ECP_2928 362663.ECP_4507 185
362663.ECP_2928 362663.ECP_3265 482
362663.ECP_2928 362663.ECP_1490 237
362663.ECP_2928 362663.ECP_3590 437
362663.ECP_2928 362663.ECP_3603 446
362663.ECP_2928 362663.ECP_2552 519
362663.ECP_2928 362663.ECP_2109 203
362663.ECP_2928 362663.ECP_4276 437
362663.ECP_2928 362663.ECP_0884 446
362663.ECP_2928 362663.ECP_1380 446
362663.ECP_2928 362663.ECP_3140 155
362663.ECP_2928 362663.ECP_0534 197
362663.ECP_2928 362663.ECP_1183 216
362663.ECP_2928 362663.ECP_0014 203
362663.ECP_2928 362663.ECP_0679 215
362663.ECP_2928 362663.ECP_3509 215
362663.ECP_2928 362663.ECP_4465 446
362663.ECP_2928 362663.ECP_0372 437
362663.ECP_2928 362663.ECP_1710 203
362663.ECP_2928 362663.ECP_2531 203
362663.ECP_2928 362663.ECP_2320 483
362663.ECP_2928 362663.ECP_4177 437
362663.ECP_2928 362663.ECP_2683 483
362663.ECP_2929 362663.ECP_2905 161
362663.ECP_2929 362663.ECP_4088 199
362663.ECP_2929 362663.ECP_4219 268
362663.ECP_2929 362663.ECP_0784 196
362663.ECP_2929 362663.ECP_2827 600
362663.ECP_2929 362663.ECP_2476 424
362663.ECP_2929 362663.ECP_1223 250
362663.ECP_2929 362663.ECP_1555 284
362663.ECP_2929 362663.ECP_2914 650
362663.ECP_2929 362663.ECP_2072 266
362663.ECP_2929 362663.ECP_2441 600
362663.ECP_2929 362663.ECP_0838 315
362663.ECP_2929 362663.ECP_3471 293
362663.ECP_2929 362663.ECP_2359 161
362663.ECP_2929 362663.ECP_2135 650
362663.ECP_2929 362663.ECP_1093 600
362663.ECP_2929 362663.ECP_0009 610
362663.ECP_2929 362663.ECP_1009 187
362663.ECP_2929 362663.ECP_4160 315
362663.ECP_2929 362663.ECP_1329 196
362663.ECP_2929 362663.ECP_2625 212
362663.ECP_2929 362663.ECP_3206 187
362663.ECP_2929 362663.ECP_4327 293
362663.ECP_2929 362663.ECP_3762 199
362663.ECP_2929 362663.ECP_2760 217
362663.ECP_2929 362663.ECP_4493 187
362663.ECP_2929 362663.ECP_1025 161
362663.ECP_2929 362663.ECP_3756 650
362663.ECP_2929 362663.ECP_4060 161
362663.ECP_2929 362663.ECP_1752 187
362663.ECP_2929 362663.ECP_2901 161
362663.ECP_2929 362663.ECP_1287 290
362663.ECP_2929 362663.ECP_3215 199
362663.ECP_2929 362663.ECP_2411 161
362663.ECP_2929 362663.ECP_0939 175
362663.ECP_2929 362663.ECP_1565 600
362663.ECP_2929 362663.ECP_4028 600
362663.ECP_2929 362663.ECP_4273 175
362663.ECP_2929 362663.ECP_2824 161
362663.ECP_2929 362663.ECP_2916 284
362663.ECP_2929 362663.ECP_0570 199
362663.ECP_2929 362663.ECP_1592 235
362663.ECP_2929 362663.ECP_4128 294
362663.ECP_2929 362663.ECP_2714 199
362663.ECP_2929 362663.ECP_1796 175
362663.ECP_2929 362663.ECP_1727 284
362663.ECP_2929 362663.ECP_2906 284
362663.ECP_2929 362663.ECP_2523 191
362663.ECP_2929 362663.ECP_1421 284
362663.ECP_2929 362663.ECP_3757 650
362663.ECP_2930 362663.ECP_3265 206
362663.ECP_2931 362663.ECP_0445 177
362663.ECP_2931 362663.ECP_0672 282
362663.ECP_2931 362663.ECP_1694 152
362663.ECP_2931 362663.ECP_1678 167
362663.ECP_2931 362663.ECP_3450 152
362663.ECP_2931 362663.ECP_0656 163
362663.ECP_2931 362663.ECP_2933 470
362663.ECP_2931 362663.ECP_1787 163
362663.ECP_2931 362663.ECP_3163 152
362663.ECP_2931 362663.ECP_0174 332
362663.ECP_2931 362663.ECP_1013 235
362663.ECP_2931 362663.ECP_3524 243
362663.ECP_2931 362663.ECP_0249 163
362663.ECP_2933 362663.ECP_2931 470
362663.ECP_2933 362663.ECP_0022 199
362663.ECP_2935 362663.ECP_3713 241
362663.ECP_2935 362663.ECP_2059 662
362663.ECP_2935 362663.ECP_1755 166
362663.ECP_2935 362663.ECP_1287 227
362663.ECP_2935 362663.ECP_1937 166
362663.ECP_2935 362663.ECP_1069 223
362663.ECP_2935 362663.ECP_0500 186
362663.ECP_2935 362663.ECP_3430 193
362663.ECP_2935 362663.ECP_1251 288
362663.ECP_2935 362663.ECP_3061 662
362663.ECP_2935 362663.ECP_4601 222
362663.ECP_2935 362663.ECP_1312 167
362663.ECP_2935 362663.ECP_3924 175
362663.ECP_2935 362663.ECP_4387 242
362663.ECP_2935 362663.ECP_2274 179
362663.ECP_2935 362663.ECP_3719 664
362663.ECP_2935 362663.ECP_3691 222
362663.ECP_2935 362663.ECP_2092 662
362663.ECP_2935 362663.ECP_1884 214
362663.ECP_2935 362663.ECP_2071 163
362663.ECP_2935 362663.ECP_2465 222
362663.ECP_2935 362663.ECP_0883 662
362663.ECP_2935 362663.ECP_1860 265
362663.ECP_2935 362663.ECP_3504 284
362663.ECP_2935 362663.ECP_0497 254
362663.ECP_2935 362663.ECP_0696 222
362663.ECP_2935 362663.ECP_2659 282
362663.ECP_2935 362663.ECP_2782 222
362663.ECP_2935 362663.ECP_2298 686
362663.ECP_2935 362663.ECP_4040 269
362663.ECP_2935 362663.ECP_0499 179
362663.ECP_2937 362663.ECP_3448 196
362663.ECP_2937 362663.ECP_0416 485
362663.ECP_2937 362663.ECP_0944 326
362663.ECP_2939 362663.ECP_1410 177
362663.ECP_2939 362663.ECP_0779 177
362663.ECP_2939 362663.ECP_1269 177
362663.ECP_2941 362663.ECP_0218 284
362663.ECP_2942 362663.ECP_2640 832
362663.ECP_2942 362663.ECP_2277 832
362663.ECP_2944 362663.ECP_3045 267
362663.ECP_2944 362663.ECP_3415 206
362663.ECP_2944 362663.ECP_3630 194
362663.ECP_2944 362663.ECP_3044 206
362663.ECP_2944 362663.ECP_0107 267
362663.ECP_2944 362663.ECP_3414 267
362663.ECP_2944 362663.ECP_0106 692
362663.ECP_2945 362663.ECP_4219 250
362663.ECP_2945 362663.ECP_0686 243
362663.ECP_2945 362663.ECP_0587 216
362663.ECP_2945 362663.ECP_0097 232
362663.ECP_2945 362663.ECP_1092 187
362663.ECP_2945 362663.ECP_4762 187
362663.ECP_2945 362663.ECP_4054 187
362663.ECP_2951 362663.ECP_1715 491
362663.ECP_2951 362663.ECP_1420 284
362663.ECP_2954 362663.ECP_3470 223
362663.ECP_2954 362663.ECP_2761 218
362663.ECP_2954 362663.ECP_3376 266
362663.ECP_2954 362663.ECP_3254 179
362663.ECP_2954 362663.ECP_1063 278
362663.ECP_2954 362663.ECP_1260 280
362663.ECP_2954 362663.ECP_1567 167
362663.ECP_2954 362663.ECP_2369 280
362663.ECP_2954 362663.ECP_0683 186
362663.ECP_2954 362663.ECP_1066 237
362663.ECP_2954 362663.ECP_0260 224
362663.ECP_2954 362663.ECP_1779 266
362663.ECP_2954 362663.ECP_2906 245
362663.ECP_2955 362663.ECP_0962 849
362663.ECP_2955 362663.ECP_4286 355
362663.ECP_2955 362663.ECP_1695 648
362663.ECP_2955 362663.ECP_2711 211
362663.ECP_2955 362663.ECP_0101 452
362663.ECP_2955 362663.ECP_1705 242
362663.ECP_2955 362663.ECP_1114 167
362663.ECP_2955 362663.ECP_3902 294
362663.ECP_2955 362663.ECP_2108 277
362663.ECP_2955 362663.ECP_3733 621
362663.ECP_2955 362663.ECP_4254 254
362663.ECP_2955 362663.ECP_0727 613
362663.ECP_2955 362663.ECP_4417 614
362663.ECP_2957 362663.ECP_2723 175
362663.ECP_2957 362663.ECP_0217 461
362663.ECP_2957 362663.ECP_2661 351
362663.ECP_2958 362663.ECP_2418 463
362663.ECP_2959 362663.ECP_2156 236
362663.ECP_2959 362663.ECP_0710 200
362663.ECP_2959 362663.ECP_3945 331
362663.ECP_2965 362663.ECP_3298 243
362663.ECP_2965 362663.ECP_2395 286
362663.ECP_2965 362663.ECP_2107 274
362663.ECP_2965 362663.ECP_0991 173
362663.ECP_2965 362663.ECP_2261 173
362663.ECP_2965 362663.ECP_1741 161
362663.ECP_2965 362663.ECP_1836 224
362663.ECP_2969 362663.ECP_4539 193
362663.ECP_2969 362663.ECP_2376 193
362663.ECP_2969 362663.ECP_2970 193
362663.ECP_2970 362663.ECP_2375 194
362663.ECP_2970 362663.ECP_2969 193
362663.ECP_2970 362663.ECP_4538 193
362663.ECP_2970 362663.ECP_3516 168
362663.ECP_2972 362663.ECP_4536 171
362663.ECP_2975 362663.ECP_2262 332
362663.ECP_2975 362663.ECP_3298 491
362663.ECP_2975 362663.ECP_3113 172
362663.ECP_2975 362663.ECP_0459 191
362663.ECP_2975 362663.ECP_4368 243
362663.ECP_2975 362663.ECP_0991 451
362663.ECP_2975 362663.ECP_2558 169
362663.ECP_2975 362663.ECP_4355 172
362663.ECP_2975 362663.ECP_3630 231
362663.ECP_2975 362663.ECP_0741 167
362663.ECP_2975 362663.ECP_2550 167
362663.ECP_2975 362663.ECP_2107 438
362663.ECP_2975 362663.ECP_4571 295
362663.ECP_2975 362663.ECP_4216 269
362663.ECP_2975 362663.ECP_4080 354
362663.ECP_2975 362663.ECP_2259 353
362663.ECP_2975 362663.ECP_1023 167
362663.ECP_2975 362663.ECP_1339 293
362663.ECP_2975 362663.ECP_2261 256
362663.ECP_2975 362663.ECP_0650 243
362663.ECP_2975 362663.ECP_2767 393
362663.ECP_2975 362663.ECP_0458 182
362663.ECP_2975 362663.ECP_4282 269
362663.ECP_2975 362663.ECP_2395 522
362663.ECP_2975 362663.ECP_3491 153
362663.ECP_2976 362663.ECP_0992 326
362663.ECP_2976 362663.ECP_4331 326
362663.ECP_2976 362663.ECP_3951 326
362663.ECP_2976 362663.ECP_3346 326
362663.ECP_2976 362663.ECP_2549 326
362663.ECP_2976 362663.ECP_1842 326
362663.ECP_2976 362663.ECP_4477 326
362663.ECP_2976 362663.ECP_2189 326
362663.ECP_2977 362663.ECP_0904 243
362663.ECP_2977 362663.ECP_0070 243
362663.ECP_2978 362663.ECP_3874 155
362663.ECP_2983 362663.ECP_1287 153
362663.ECP_2983 362663.ECP_4040 161
362663.ECP_2983 362663.ECP_0421 161
362663.ECP_2983 362663.ECP_3319 161
362663.ECP_2983 362663.ECP_2760 153
362663.ECP_2983 362663.ECP_4422 161
362663.ECP_2983 362663.ECP_1255 290
362663.ECP_2984 362663.ECP_2586 296
362663.ECP_2985 362663.ECP_0886 706
362663.ECP_2985 362663.ECP_0079 706
362663.ECP_2985 362663.ECP_3878 706
362663.ECP_2985 362663.ECP_2336 165
362663.ECP_2985 362663.ECP_2470 165
362663.ECP_2985 362663.ECP_2398 706
362663.ECP_2985 362663.ECP_3962 706
362663.ECP_2985 362663.ECP_2475 165
362663.ECP_2996 362663.ECP_0528 456
362663.ECP_2996 362663.ECP_3903 159
362663.ECP_2996 362663.ECP_4693 593
362663.ECP_2996 362663.ECP_4268 762
362663.ECP_2996 362663.ECP_3156 676
362663.ECP_2996 362663.ECP_2498 159
362663.ECP_2996 362663.ECP_0906 435
362663.ECP_2998 362663.ECP_1927 260
362663.ECP_2998 362663.ECP_2632 260
362663.ECP_2998 362663.ECP_1284 260
362663.ECP_3009 362663.ECP_3648 151
362663.ECP_3009 362663.ECP_4655 191
362663.ECP_3009 362663.ECP_3973 151
362663.ECP_3009 362663.ECP_3260 151
362663.ECP_3009 362663.ECP_3261 151
362663.ECP_3009 362663.ECP_0299 191
362663.ECP_3009 362663.ECP_4168 284
362663.ECP_3009 362663.ECP_4357 151
362663.ECP_3020 362663.ECP_2509 329
362663.ECP_3020 362663.ECP_3554 179
362663.ECP_3020 362663.ECP_0434 514
362663.ECP_3020 362663.ECP_0051 267
362663.ECP_3020 362663.ECP_3448 514
362663.ECP_3020 362663.ECP_0731 152
362663.ECP_3020 362663.ECP_2916 293
362663.ECP_3020 362663.ECP_3708 293
362663.ECP_3020 362663.ECP_1782 267
362663.ECP_3020 362663.ECP_2722 179
362663.ECP_3020 362663.ECP_1421 293
362663.ECP_3020 362663.ECP_1252 294
362663.ECP_3020 362663.ECP_1388 514
362663.ECP_3020 362663.ECP_2098 293
362663.ECP_3020 362663.ECP_2712 267
362663.ECP_3020 362663.ECP_2203 514
362663.ECP_3020 362663.ECP_1727 293
362663.ECP_3020 362663.ECP_2106 286
362663.ECP_3020 362663.ECP_3157 179
362663.ECP_3020 362663.ECP_4481 199
362663.ECP_3020 362663.ECP_0408 152
362663.ECP_3020 362663.ECP_3264 206
362663.ECP_3020 362663.ECP_2659 304
362663.ECP_3021 362663.ECP_3028 157
362663.ECP_3021 362663.ECP_3024 157
362663.ECP_3022 362663.ECP_2100 897
362663.ECP_3022 362663.ECP_0924 769
362663.ECP_3022 362663.ECP_2151 363
362663.ECP_3022 362663.ECP_1029 214
362663.ECP_3024 362663.ECP_3021 157
362663.ECP_3028 362663.ECP_3021 157
362663.ECP_3034 362663.ECP_2712 220
362663.ECP_3034 362663.ECP_1782 220
362663.ECP_3034 362663.ECP_0051 220
362663.ECP_3034 362663.ECP_3295 158
362663.ECP_3034 362663.ECP_3728 158
362663.ECP_3035 362663.ECP_3036 932
362663.ECP_3036 362663.ECP_3035 932
362663.ECP_3037 362663.ECP_3413 537
362663.ECP_3037 362663.ECP_3047 676
362663.ECP_3037 362663.ECP_0106 565
362663.ECP_3037 362663.ECP_3044 646
362663.ECP_3037 362663.ECP_3412 566
362663.ECP_3037 362663.ECP_3046 537
362663.ECP_3037 362663.ECP_3415 646
362663.ECP_3037 362663.ECP_3421 565
362663.ECP_3037 362663.ECP_3038 815
362663.ECP_3038 362663.ECP_3047 774
362663.ECP_3038 362663.ECP_3422 565
362663.ECP_3038 362663.ECP_3041 370
362663.ECP_3038 362663.ECP_0106 497
362663.ECP_3038 362663.ECP_2837 488
362663.ECP_3038 362663.ECP_3412 515
362663.ECP_3038 362663.ECP_3417 200
362663.ECP_3038 362663.ECP_3419 488
362663.ECP_3038 362663.ECP_3415 695
362663.ECP_3038 362663.ECP_3037 815
362663.ECP_3038 362663.ECP_3042 200
362663.ECP_3038 362663.ECP_3418 200
362663.ECP_3038 362663.ECP_3414 669
362663.ECP_3038 362663.ECP_1911 200
362663.ECP_3038 362663.ECP_1912 200
362663.ECP_3038 362663.ECP_2838 200
362663.ECP_3038 362663.ECP_3044 695
362663.ECP_3038 362663.ECP_3416 375
362663.ECP_3038 362663.ECP_3043 375
362663.ECP_3038 362663.ECP_3040 714
362663.ECP_3038 362663.ECP_0107 669
362663.ECP_3038 362663.ECP_3045 669
362663.ECP_3039 362663.ECP_3416 446
362663.ECP_3039 362663.ECP_1911 319
362663.ECP_3039 362663.ECP_1912 319
362663.ECP_3039 362663.ECP_3040 860
362663.ECP_3039 362663.ECP_3043 446
362663.ECP_3039 362663.ECP_3042 319
362663.ECP_3039 362663.ECP_3418 319
362663.ECP_3039 362663.ECP_2838 319
362663.ECP_3039 362663.ECP_3417 319
362663.ECP_3039 362663.ECP_3419 337
362663.ECP_3039 362663.ECP_3041 351
362663.ECP_3039 362663.ECP_2837 331
362663.ECP_3040 362663.ECP_0106 545
362663.ECP_3040 362663.ECP_3421 488
362663.ECP_3040 362663.ECP_3043 795
362663.ECP_3040 362663.ECP_3038 714
362663.ECP_3040 362663.ECP_3044 568
362663.ECP_3040 362663.ECP_3416 795
362663.ECP_3040 362663.ECP_1912 556
362663.ECP_3040 362663.ECP_1911 556
362663.ECP_3040 362663.ECP_3418 556
362663.ECP_3040 362663.ECP_3042 587
362663.ECP_3040 362663.ECP_3415 568
362663.ECP_3040 362663.ECP_3039 860
362663.ECP_3040 362663.ECP_2838 556
362663.ECP_3040 362663.ECP_0108 268
362663.ECP_3040 362663.ECP_3420 331
362663.ECP_3040 362663.ECP_3417 587
362663.ECP_3040 362663.ECP_3041 993
362663.ECP_3041 362663.ECP_3043 654
362663.ECP_3041 362663.ECP_3039 351
362663.ECP_3041 362663.ECP_3413 541
362663.ECP_3041 362663.ECP_3414 590
362663.ECP_3041 362663.ECP_3419 556
362663.ECP_3041 362663.ECP_2837 556
362663.ECP_3041 362663.ECP_3420 351
362663.ECP_3041 362663.ECP_3045 590
362663.ECP_3041 362663.ECP_3038 370
362663.ECP_3041 362663.ECP_0107 590
362663.ECP_3041 362663.ECP_3040 993
362663.ECP_3041 362663.ECP_3046 541
362663.ECP_3041 362663.ECP_3421 200
362663.ECP_3041 362663.ECP_3416 654
362663.ECP_3042 362663.ECP_2837 556
362663.ECP_3042 362663.ECP_3420 319
362663.ECP_3042 362663.ECP_3413 541
362663.ECP_3042 362663.ECP_3039 319
362663.ECP_3042 362663.ECP_3414 550
362663.ECP_3042 362663.ECP_3038 200
362663.ECP_3042 362663.ECP_0107 550
362663.ECP_3042 362663.ECP_3045 550
362663.ECP_3042 362663.ECP_3046 541
362663.ECP_3042 362663.ECP_3040 587
362663.ECP_3042 362663.ECP_3421 200
362663.ECP_3042 362663.ECP_3419 556
362663.ECP_3043 362663.ECP_3420 446
362663.ECP_3043 362663.ECP_3419 570
362663.ECP_3043 362663.ECP_2837 556
362663.ECP_3043 362663.ECP_3046 639
362663.ECP_3043 362663.ECP_3040 795
362663.ECP_3043 362663.ECP_3421 200
362663.ECP_3043 362663.ECP_3038 375
362663.ECP_3043 362663.ECP_0107 716
362663.ECP_3043 362663.ECP_3045 716
362663.ECP_3043 362663.ECP_3414 716
362663.ECP_3043 362663.ECP_3041 654
362663.ECP_3043 362663.ECP_3413 639
362663.ECP_3043 362663.ECP_0108 217
362663.ECP_3043 362663.ECP_3039 446
362663.ECP_3044 362663.ECP_3412 554
362663.ECP_3044 362663.ECP_2628 272
362663.ECP_3044 362663.ECP_3477 290
362663.ECP_3044 362663.ECP_3047 758
362663.ECP_3044 362663.ECP_3037 646
362663.ECP_3044 362663.ECP_3045 699
362663.ECP_3044 362663.ECP_0100 173
362663.ECP_3044 362663.ECP_3040 568
362663.ECP_3044 362663.ECP_3422 580
362663.ECP_3044 362663.ECP_3480 412
362663.ECP_3044 362663.ECP_3414 699
362663.ECP_3044 362663.ECP_3481 412
362663.ECP_3044 362663.ECP_2944 206
362663.ECP_3044 362663.ECP_3038 695
362663.ECP_3044 362663.ECP_0107 699
362663.ECP_3044 362663.ECP_3421 491
362663.ECP_3044 362663.ECP_2808 272
362663.ECP_3045 362663.ECP_3047 636
362663.ECP_3045 362663.ECP_3044 699
362663.ECP_3045 362663.ECP_3416 716
362663.ECP_3045 362663.ECP_3046 787
362663.ECP_3045 362663.ECP_3421 622
362663.ECP_3045 362663.ECP_2808 272
362663.ECP_3045 362663.ECP_3038 669
362663.ECP_3045 362663.ECP_3481 290
362663.ECP_3045 362663.ECP_2944 267
362663.ECP_3045 362663.ECP_3412 570
362663.ECP_3045 362663.ECP_3480 409
362663.ECP_3045 362663.ECP_1912 550
362663.ECP_3045 362663.ECP_3418 550
362663.ECP_3045 362663.ECP_3413 787
362663.ECP_3045 362663.ECP_3043 716
362663.ECP_3045 362663.ECP_2628 272
362663.ECP_3045 362663.ECP_3477 290
362663.ECP_3045 362663.ECP_3417 550
362663.ECP_3045 362663.ECP_0106 700
362663.ECP_3045 362663.ECP_3041 590
362663.ECP_3045 362663.ECP_1911 550
362663.ECP_3045 362663.ECP_3415 699
362663.ECP_3045 362663.ECP_3042 550
362663.ECP_3045 362663.ECP_2838 550
362663.ECP_3046 362663.ECP_0107 787
362663.ECP_3046 362663.ECP_2838 541
362663.ECP_3046 362663.ECP_3047 586
362663.ECP_3046 362663.ECP_3414 787
362663.ECP_3046 362663.ECP_1911 541
362663.ECP_3046 362663.ECP_1912 541
362663.ECP_3046 362663.ECP_3037 537
362663.ECP_3046 362663.ECP_3042 541
